id,order,year,month,product code,title,module code,type,system,setting,confidence,edition,authors,cover_url,cover_artist,semester,season
127,,1984,,9108,Blade of Vengeance,O2,adventure,D&D,Mystara,not verified,,Jim Bambra,https://www.tsrarchive.com/dd/dd2-o2.jpg,,,
128,,1984,,9110,The Lost Island of Castanamir,C3,adventure,AD&D,,not verified,,Ken Rolston,https://www.tsrarchive.com/add/add-c3-1st.jpg,,,
129,,1984,,9111,The Gauntlet,UK3,adventure,AD&D,Greyhawk,not verified,,Graeme Morris,https://www.tsrarchive.com/add/add-uk3.jpg,,,
130,,1984,,9112,Mordenkainen's Fantastic Adventure,WG5,adventure,AD&D,Greyhawk,not verified,,,https://www.tsrarchive.com/gh/gh-wg5.jpg,,,
131,,1984,,9114,Quest for the Heartstone,XL1,adventure,D&D,Mystara,not verified,,Michael L. Gray,https://www.tsrarchive.com/dd/dd2-xl1.jpg,,,
132,,1984,,9115,Rahasia,B7,adventure,D&D,Mystara,not verified,,Tracy & Laura Hickman,https://www.tsrarchive.com/dd/dd2-b7.jpg,,,
133,,1984,,9116,The Book of Marvelous Magic,AC4,accessory,D&D,,not verified,,Frank Mentzer & Gary Gygax,https://www.tsrarchive.com/dd/dd2-ac4.jpg,,,
134,,1984,,9117,Test of the Warlords,CM1,adventure,D&D,Mystara,not verified,,Douglas Niles,https://www.tsrarchive.com/dd/dd2-cm1.jpg,,,
135,,1984,,9118,Death's Ride,CM2,adventure,D&D,Mystara,not verified,,Garry Spiegle,https://www.tsrarchive.com/dd/dd2-cm2.jpg,,,
136,,1984,,9119,Sabre River,CM3,adventure,D&D,Mystara,not verified,,Douglas Niles & Bruce Nesmith,https://www.tsrarchive.com/dd/dd2-cm3.jpg,,,
137,,1984,,9120,When a Star Falls,UK4,adventure,AD&D,,not verified,,Graeme Morris,https://www.tsrarchive.com/add/add-uk4.jpg,,,
138,,1984,,9121,3-D Dragon Tiles featuring The Kidnapping of Princess Arelina,AC3,accessory,D&D,Mystara,not verified,,Gary Spiegle,https://www.tsrarchive.com/dd/dd2-ac3.jpg,,,
139,,1984,,9123,Conan Unchained!,CB1,adventure,AD&D,Conan,not verified,,David Cook,https://www.tsrarchive.com/add/add-cb1.jpg,,,
140,,1984,,9124,Conan Against Darkness!,CB2,adventure,AD&D,Conan,not verified,,Ken Rolston,https://www.tsrarchive.com/add/add-cb2.jpg,,,
141,,1984,,9125,Eye of the Serpent,UK5,adventure,AD&D,,not verified,,Graeme Morris,https://www.tsrarchive.com/add/add-uk5.jpg,,,
142,,1984,,9126,All that Glitters...,UK6,adventure,AD&D,Greyhawk,not verified,,Jim Bambra,https://www.tsrarchive.com/add/add-uk6.jpg,,,
143,,1984,,9127,Drums on Fire Mountain,X8,adventure,D&D,Mystara,not verified,,Graeme Morris & Tom Kirby,https://www.tsrarchive.com/dd/dd2-x8.jpg,,,
144,,1985,2,9144,Dragons of Glory,DL11,boardgame,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl11.jpg,,1,
145,,1985,3,1019,Battlesystem,,boxed set,AD&D,,likely,,Douglas Niles,https://www.tsrarchive.com/add/add-bs-box.jpg,,1,
146,,1985,5,9140,Dragons of Ice,DL6,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl6.jpg,,1,
147,,1985,6,1021,Dungeons & Dragons Set 4: Master Rules,,boxed set,D&D,,likely,,Frank Mentzer,https://www.tsrarchive.com/dd/dd2-box4-ment.jpg,,1,
148,,1985,6,2017,Unearthed Arcana,,hardcover,AD&D,,likely,,Gary Gygax,https://www.tsrarchive.com/add/add-1e-hb-ua-1st.jpg,,1,
149,,1985,7,9136,Dragons of Light,DL7,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl7.jpg,,2,
150,,1985,7,9141,Dragons of War,DL8,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl8.jpg,,2,
151,,1985,8,9147,The Temple of Elemental Evil,T1-4,adventure,AD&D,Greyhawk,likely,,,https://www.tsrarchive.com/add/add-t1-4-1st_2nd.jpg,,2,
152,,1985,9,9137,Dragons of Deceit,DL9,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl9.jpg,,2,
153,,1985,10,2018,Oriental Adventures,,hardcover,AD&D,Kara-Tur,likely,,Gary Gygax with David Cook & Francois Marcela-Froideval,https://www.tsrarchive.com/add/add-1e-hb-oa-1st.jpg,,2,
154,,1985,12,9142,Dragons of Dreams,DL10,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl10.jpg,,2,
155,,1985,,9037,Player Character Record Sheets,AC6,accessory,D&D,,not verified,,,https://www.tsrarchive.com/dd/dd2-ac6.jpg,,,
156,,1985,,9109,The Bane of Llywelyn,C5,adventure,AD&D,Celtic,not verified,,Bob Blake,https://www.tsrarchive.com/add/add-c5.jpg,,,
157,,1985,,9122,Bloodstone Pass,H1,adventure,AD&D,Forgotten Realms,not verified,,Douglas Niles & Michael Dobson,https://www.tsrarchive.com/add/add-h1.jpg,,,
158,,1985,,9128,Earthshaker!,CM4,adventure,D&D,Mystara,not verified,,"David ""Zeb"" Cook",https://www.tsrarchive.com/dd/dd2-cm4.jpg,,,
159,,1985,,9129,The Savage Coast,X9,adventure,D&D,Mystara,not verified,,Merle & Jackie Rasmussen & Anne C. Gray,https://www.tsrarchive.com/dd/dd2-x9.jpg,,,
160,,1985,,9143,Castle Caldwell and Beyond,B9,adventure,D&D,Mystara,not verified,,Harry Nuckols,https://www.tsrarchive.com/dd/dd2-b9.jpg,,,
161,,1985,,9145,3-D Dragon Tiles featuring The Revenge of Rusak,AC8,accessory,D&D,Mystara,not verified,,"David ""Zeb"" Cook",https://www.tsrarchive.com/dd/dd2-ac8.jpg,,,
162,,1985,,9146,DM Screen,REF1,accessory,AD&D,,not verified,,,https://www.tsrarchive.com/add/add-ref1-1e-2nd-a.jpg,,,
163,,1985,,9150,Swords of the Undercity,CA1,adventure,AD&D,Lankhmar,not verified,,,https://www.tsrarchive.com/lm/lm-ca1.jpg,,,
164,,1985,,9151,Dark Clouds Gather,UK7,adventure,AD&D,Greyhawk,not verified,,Jim Bambra & Phil Gallagher,https://www.tsrarchive.com/add/add-uk7.jpg,,,
165,,1985,,9152,Baltron's Beacon,I7,adventure,AD&D,,not verified,,Philip Meyers,https://www.tsrarchive.com/add/add-i7.jpg,,,
166,,1985,,9153,Isle of the Ape,WG6,adventure,AD&D,Greyhawk,not verified,,,https://www.tsrarchive.com/gh/gh-wg6.jpg,,,
167,,1985,,9154,Mystery of the Snow Pearls,CM5,adventure,D&D,Mystara,not verified,,Anne Gray McCready,https://www.tsrarchive.com/dd/dd2-cm5.jpg,,,
168,,1985,,9156,Master Player Screen featuring The Spindle,AC7,accessory,D&D,Mystara,not verified,,,https://www.tsrarchive.com/dd/dd2-ac7.jpg,,,
169,,1985,,9157,Thunderdelve Mountain,XS2,adventure,D&D,Mystara,not verified,,William Carlson,https://www.tsrarchive.com/dd/dd2-xs2.jpg,,,
170,,1985,,9158,Where Chaos Reigns,CM6,adventure,D&D,Mystara,not verified,,Graeme Morris,https://www.tsrarchive.com/dd/dd2-cm6.jpg,,,
171,,1985,,9159,Into the Maelstrom,M1,adventure,D&D,Mystara,not verified,,Bruce & Beatrice Heard,https://www.tsrarchive.com/dd/dd2-m1.jpg,,,
172,,1985,,9160,"Red Arrow, Black Shield",X10,adventure,D&D,Mystara,not verified,,Michael S. Dobson,https://www.tsrarchive.com/dd/dd2-x10.jpg,,,
173,,1985,,9162,Lankhmar: City of Adventure,,accessory,AD&D,Lankhmar,not verified,,,https://www.tsrarchive.com/lm/lm-coa.jpg,,,
174,,1986,4,9133,Dragons of Faith,DL12,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl12.jpg,,1,
175,,1986,6,1017,Dungeons & Dragons Set 5: Immortal Rules,,boxed set,D&D,,likely,,Frank Mentzer,https://www.tsrarchive.com/dd/dd2-box5-ment.jpg,,1,
176,,1986,6,2019,Dungeoneer's Survival Guide,,hardcover,AD&D,,likely,,Douglas Niles,https://www.tsrarchive.com/add/add-1e-hb-dsg.jpg,,1,
177,,1986,8,9176,Dragons of Truth,DL13,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl13.jpg,,2,
178,,1986,9,9191,Ravenloft II: The House on Griffon Hill,I10,adventure,AD&D,Ravenloft,verified,,,https://www.tsrarchive.com/add/add-i10.jpg,,2,
179,,1986,10,2020,Wilderness Survival Guide,,hardcover,AD&D,,likely,,,https://www.tsrarchive.com/add/add-1e-hb-ua2.jpg,,2,
180,,1986,12,9180,Dragons of Triumph,DL14,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl14.jpg,,2,
181,,1986,,9028,Character Record Sheets,REF2,accessory,AD&D,,not verified,,,https://www.tsrarchive.com/add/add-ref2-1e.jpg,,,
182,,1986,,9064,Great Bugbear Hunt,R5,adventure,AD&D,Greyhawk,not verified,,,https://www.tsrarchive.com/add/add-r5.jpg,,,
183,,1986,,9148,Vengeance of Alphaks,M2,adventure,D&D,Mystara,not verified,,Skip Williams,https://www.tsrarchive.com/dd/dd2-m2.jpg,,,
184,,1986,,9149,Night's Dark Terror,B10,adventure,D&D,Mystara,not verified,,"Jim Bambra, Graeme Morris & Phil Gallagher",https://www.tsrarchive.com/dd/dd2-b10.jpg,,,
185,,1986,,9163,Destiny of Kings,N3,adventure,AD&D,,not verified,,Stephen Bourne,https://www.tsrarchive.com/add/add-n3.jpg,,,
186,,1986,,9164,Swords of Daimyo,OA1,adventure,AD&D,Kara-Tur,not verified,,,https://www.tsrarchive.com/oa/oa-oa1.jpg,,,
187,,1986,,9165,Saga of the Shadow Lord,X11,adventure,D&D,Mystara,not verified,,Stephen Bourne,https://www.tsrarchive.com/dd/dd2-x11.jpg,,,
188,,1986,,9166,The Tree of Life,CM7,adventure,D&D,Mystara,not verified,,Bruce A. Heard,https://www.tsrarchive.com/dd/dd2-cm7.jpg,,,
189,,1986,,9167,Scourge of the Slavelords,A1-4,adventure,AD&D,Greyhawk,not verified,,David Cook & Allen Hammack & Harold Johnson & Tom Moldvay,https://www.tsrarchive.com/add/add-a1-4.jpg,,,
190,,1986,,9168,The Mines of Bloodstone,H2,adventure,AD&D,Forgotten Realms,not verified,,Michael Dobson & Douglas Niles,https://www.tsrarchive.com/add/add-h2.jpg,,,
191,,1986,,9169,Ravager of Time,I8,adventure,AD&D,,not verified,,Graeme Morris & Jim Bambra,https://www.tsrarchive.com/add/add-i8.jpg,,,
192,,1986,,9170,Swords of Deceit,CA2,adventure,AD&D,Lankhmar,not verified,,,https://www.tsrarchive.com/lm/lm-ca2.jpg,,,
193,,1986,,9171,Immortal Storm,IM1,adventure,D&D,Mystara,not verified,,Frank Mentzer,https://www.tsrarchive.com/dd/dd2-im1.jpg,,,
194,,1986,,9172,Adventures in Blackmoor,DA1,adventure,D&D,Blackmoor,not verified,,Dave L. Arneson & David J. Ritchie,https://www.tsrarchive.com/dd/dd2-da1.jpg,,,
195,,1986,,9173,Creature Catalogue,AC9,accessory,D&D,Mystara,not verified,,"Jim Bambra, Phil Gallagher, Graeme Morris",https://www.tsrarchive.com/dd/dd2-ac9.jpg,,,
196,,1986,,9174,Twilight Calling,M3,adventure,D&D,Mystara,not verified,,Tom Moldvay,https://www.tsrarchive.com/dd/dd2-m3.jpg,,,
197,,1986,,9175,Temple of the Frog,DA2,adventure,D&D,Blackmoor,not verified,,Dave L. Arneson & David J. Ritchie,https://www.tsrarchive.com/dd/dd2-da2.jpg,,,
198,,1986,,9177,Book of Lairs,REF3,accessory,AD&D,,not verified,,James M. Ward & Mike Breault,https://www.tsrarchive.com/add/add-ref3-1st.jpg,,,
199,,1986,,9178,Day of Al'Akbar,I9,adventure,AD&D,Greyhawk,not verified,,Allen Hammack,https://www.tsrarchive.com/add/add-i9.jpg,,,
200,,1986,,9179,Queen of the Spiders,GDQ1-7,adventure,AD&D,Greyhawk,not verified,,,https://www.tsrarchive.com/add/add-gdq1-7.jpg,,,
201,,1986,,9183,Red Sonya Unconquered,RS1,adventure,AD&D,Conan,not verified,,Anne Gray McCready,https://www.tsrarchive.com/add/add-rs1.jpg,,,
202,,1986,,9185,Treasure Hunt,N4,adventure,AD&D,Forgotten Realms,not verified,,Aaron Allston,https://www.tsrarchive.com/add/add-n4.jpg,,,
203,,1986,,9186,Night of the Seven Swords,OA2,adventure,AD&D,Kara-Tur,not verified,,,https://www.tsrarchive.com/oa/oa-oa2.jpg,,,
238,,1987,1,1032,"Kara Tur, the Eastern Lands",,boxed set,AD&D,Forgotten Realms,likely,,,https://www.tsrarchive.com/fr/fr-box-kara.jpg,,1,
204,,1987,2,9215,The Kingdom of Ierendi,GAZ4,accessory,D&D,Mystara,verified,,Anne Gray McCready,https://www.tsrarchive.com/gz/gz-gaz4.jpg,,1,
205,,1987,4,9193,The Grand Duchy of Karameikos,GAZ1,accessory,D&D,Mystara,verified,,Aaron Allston,https://www.tsrarchive.com/gz/gz-gaz1.jpg,,1,
206,,1987,7,1031,Forgotten Realms Campaign,,boxed set,AD&D,Forgotten Realms,likely,,,https://www.tsrarchive.com/fr/fr-camp1.jpg,,2,
207,,1987,7,2022,Manual of the Planes,,hardcover,AD&D,,likely,,Jeff Grubb,https://www.tsrarchive.com/add/add-1e-hb-motp.jpg,,2,
208,,1987,7,9194,The Emirates of Ylaruam,GAZ2,accessory,D&D,Mystara,verified,,Ken Rolston,https://www.tsrarchive.com/gz/gz-gaz2.jpg,,2,
209,,1987,8,9208,The Principalities of Glantri,GAZ3,accessory,D&D,Mystara,verified,,Bruce Heard,https://www.tsrarchive.com/gz/gz-gaz3.jpg,,2,
210,,1987,10,2021,Dragonlance Adventures,,hardcover,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-box-hb.jpg,,2,
211,,1987,11,9217,Moonshae,FR2,accessory,AD&D,Forgotten Realms,verified,,,https://www.tsrarchive.com/fr/fr-fr2.jpg,,2,
212,,1987,,2209,Realms of Horror,S1-4,adventure,AD&D,Greyhawk,not verified,,,https://www.tsrarchive.com/add/add-s1-4.jpg,,,
213,,1987,,9187,Needle,I11,adventure,AD&D,,not verified,,Frank Mentzer,https://www.tsrarchive.com/add/add-i11.jpg,,,
214,,1987,,9188,Skarda's Mirror,X12,adventure,D&D,Mystara,not verified,,Aaron Allston,https://www.tsrarchive.com/dd/dd2-x12.jpg,,,
215,,1987,,9189,The Wrath of Olympus,IM2,adventure,D&D,Mystara,not verified,,Robert J. Blake,https://www.tsrarchive.com/dd/dd2-im2.jpg,,,
216,,1987,,9190,In Search of Adventure,B1-9,adventure,D&D,Mystara,not verified,,,https://www.tsrarchive.com/dd/dd2-b1-9.jpg,,,
217,,1987,,9191,City of the Gods,DA3,adventure,D&D,Blackmoor,not verified,,Dave L. Arneson & David J. Ritchie,https://www.tsrarchive.com/dd/dd2-da3.jpg,,,
218,,1987,,9192,The Endless Stair,CM8,adventure,D&D,Mystara,not verified,,Ed Greenwood,https://www.tsrarchive.com/dd/dd2-cm8.jpg,,,
219,,1987,,9195,Ochimo: The Spirit Warrior,OA3,adventure,AD&D,Kara-Tur,not verified,,,https://www.tsrarchive.com/oa/oa-oa3.jpg,,,
220,,1987,,9198,Book of Lairs II,REF4,accessory,AD&D,,not verified,,,https://www.tsrarchive.com/add/add-ref4.jpg,,,
221,,1987,,9199,Desert of Desolation,I3-5,adventure,AD&D,Forgotten Realms,not verified,,T. Hickman & L. Hickman & P. Meyers & P. Rice & J. Wheeler,https://www.tsrarchive.com/add/add-i3-5.jpg,,,
222,,1987,,9200,The Bloodstone Wars,H3,adventure,AD&D,Forgotten Realms,not verified,,Michael Dobson & Douglas Niles,https://www.tsrarchive.com/add/add-h3.jpg,,,
223,,1987,,9201,Egg of the Phoenix,I12,adventure,AD&D,,not verified,,Frank Mentzer & Jennell Jaquays,https://www.tsrarchive.com/add/add-i12.jpg,,,
224,,1987,,9202,Adventure Pack I,I13,adventure,AD&D,,not verified,,,https://www.tsrarchive.com/add/add-i13.jpg,,,
225,,1987,,9203,Blood of the Yakuza,OA4,accessory,AD&D,Kara-Tur,not verified,,,https://www.tsrarchive.com/oa/oa-oa4.jpg,,,
226,,1987,,9204,Five Coins for a Kingdom,M4,adventure,D&D,Mystara,not verified,,Allen Varney,https://www.tsrarchive.com/dd/dd2-m4.jpg,,,
227,,1987,,9205,Duchy of Ten,DA4,adventure,D&D,Blackmoor,not verified,,David J. Ritchie,https://www.tsrarchive.com/dd/dd2-da4.jpg,,,
228,,1987,,9206,Official RPGA Tourney Handbook,C6,adventure,AD&D,,not verified,,,https://www.tsrarchive.com/add/add-c6.jpg,,,
229,,1987,,9207,The Best of Intentions,IM3,adventure,D&D,Mystara,not verified,,Ken Rolston,https://www.tsrarchive.com/dd/dd2-im3.jpg,,,
230,,1987,,9210,Legacy of Blood,CM9,adventure,D&D,Mystara,not verified,,Steve Perrin & Katharine Kerr,https://www.tsrarchive.com/dd/dd2-cm9.jpg,,,
231,,1987,,9211,Bestiary of Dragons and Giants,AC10,accessory,D&D,,not verified,,,https://www.tsrarchive.com/dd/dd2-ac10.jpg,,,
232,,1987,,9212,Under Illefarn,N5,adventure,AD&D,Forgotten Realms,not verified,,Steve Perrin,https://www.tsrarchive.com/add/add-n5.jpg,,,
233,,1987,,9213,Waterdeep and the North,FR1,accessory,AD&D,Forgotten Realms,not verified,,,https://www.tsrarchive.com/fr/fr-fr1-1st.jpg,,,
234,,1987,,9214,Talons of Night,M5,adventure,D&D,Mystara,not verified,,Paul Jaquays,https://www.tsrarchive.com/dd/dd2-m5.jpg,,,
235,,1987,,9218,Crown of Ancient Glory,X13,adventure,D&D,Mystara,not verified,,Stephen Bourne,https://www.tsrarchive.com/dd/dd2-x13.jpg,,,
236,,1987,,9220,The Book of Wondrous Inventions,AC11,accessory,D&D,Mystara,not verified,,Bruce A. Heard,https://www.tsrarchive.com/dd/dd2-ac11.jpg,,,
237,,1987,,9221,The Shattered Statue,DQ1,adventure,AD&D,Forgotten Realms,not verified,,Paul Jaquays,https://www.tsrarchive.com/add/add-dq1.jpg,,,
239,,1988,2,9223,The Elves of Alfheim,GAZ5,accessory,D&D,Mystara,verified,,Steven Perrin,https://www.tsrarchive.com/gz/gz-gaz5.jpg,,1,
240,,1988,4,9227,The Dwarves of Rockhome,GAZ6,accessory,D&D,Mystara,verified,,Aaron Allston,https://www.tsrarchive.com/gz/gz-gaz6.jpg,,1,
241,,1988,5,9229,The Magister,FR4,accessory,AD&D,Forgotten Realms,verified,,,https://www.tsrarchive.com/fr/fr-fr4-1st.jpg,,1,
242,,1988,6,9230,The Northern Reaches,GAZ7,accessory,D&D,Mystara,verified,,Ken Rolston,https://www.tsrarchive.com/gz/gz-gaz7.jpg,,1,
243,,1988,8,9232,The Five Shires,GAZ8,accessory,D&D,Mystara,verified,,Ed Greenwood,https://www.tsrarchive.com/gz/gz-gaz8.jpg,,2,
244,,1988,9,1040,City System,,boxed set,AD&D,Forgotten Realms,likely,,,https://www.tsrarchive.com/fr/fr-box-city-1st.jpg,,2,
245,,1988,9,2023,Greyhawk Adventures,,hardcover,AD&D,Greyhawk,likely,,,https://www.tsrarchive.com/gh/gh-box-hb.jpg,,2,
246,,1988,10,9236,The Minrothad Guilds,GAZ9,accessory,D&D,Mystara,verified,,Deborah Christian & Kim Eastland,https://www.tsrarchive.com/gz/gz-gaz9.jpg,,2,
248,,1988,,9222,Castle Greyhawk,WG7,adventure,AD&D,Greyhawk,not verified,,,https://www.tsrarchive.com/gh/gh-wg7.jpg,,,
249,,1988,,9224,Empires of the Sands,FR3,accessory,AD&D,Forgotten Realms,not verified,,,https://www.tsrarchive.com/fr/fr-fr3.jpg,,,
250,,1988,,9225,Tales of the Outer Planes,OP1,adventure,AD&D,Planescape,not verified,,,https://www.tsrarchive.com/add/add-op1.jpg,,,
251,,1988,,9226,Swords of the Iron Legion,I14,adventure,AD&D,Forgotten Realms,not verified,,,https://www.tsrarchive.com/add/add-i14.jpg,,,
252,,1988,,9228,Throne of Bloodstone,H4,adventure,AD&D,Forgotten Realms,not verified,,Douglas Niles & Michael Dobson,https://www.tsrarchive.com/add/add-h4.jpg,,,
253,,1988,,9231,Mists of Krynn,DL15,adventure,AD&D,Dragonlance,not verified,,,https://www.tsrarchive.com/dl/dl-dl15.jpg,,,
254,,1988,,9233,The Savage Frontier,FR5,accessory,AD&D,Forgotten Realms,not verified,,,https://www.tsrarchive.com/fr/fr-fr5-1st.jpg,,,
255,,1988,,9234,DM's Design Kit,,accessory,AD&D,,not verified,,Harold Johnson & Aaron Allston,https://www.tsrarchive.com/add/add-dmkit.jpg,,,
256,,1988,,9235,Dreams of the Red Wizards,FR6,accessory,AD&D,Forgotten Realms,not verified,,,https://www.tsrarchive.com/fr/fr-fr6-1st.jpg,,,
257,,1988,,9237,World of Krynn,DL16,adventure,AD&D,Dragonlance,not verified,,,https://www.tsrarchive.com/dl/dl-dl16.jpg,,,
258,,1988,,9238,Ruins of Adventure,FRC1,adventure,AD&D,Forgotten Realms,not verified,,,https://www.tsrarchive.com/fr/fr-frc1.jpg,,,
259,,1989,2,2101,Player's Handbook,,hardcover,AD&D,,likely,,,https://www.tsrarchive.com/add/add-2e-core-phb-1st.jpg,,1,
260,,1989,2,9250,The Republic of Darokin,GAZ11,accessory,D&D,Mystara,verified,,Scott Haring,https://www.tsrarchive.com/gz/gz-gaz11.jpg,,1,
261,,1989,5,9246,The Golden Khan of Ethengar,GAZ12,accessory,D&D,Mystara,verified,,Jim Bambra,https://www.tsrarchive.com/gz/gz-gaz12.jpg,,1,
262,,1989,6,2100,Dungeon Master's Guide,,hardcover,AD&D,,likely,,,https://www.tsrarchive.com/add/add-2e-core-dmg-1st.jpg,,1,
263,,1989,6,2102,Monstrous Compendium Volume One,MC1,accessory,AD&D,,likely,,,https://www.tsrarchive.com/add/add-2e-core-mc1.jpg,,1,
